Date,Open,High,Low,Close,Shares Traded,Turnover (â‚¹ Cr)
2018-02-08,13037.95,13297.15,13019.3,13264.9,213354255.0,5479.18
2018-02-15,13707.65,13713.55,13432.0,13505.4,158492155.0,5427.42
2018-02-22,13158.75,13210.4,13104.4,13139.2,169922938.0,5190.95
2018-03-01,13300.85,13377.85,13187.85,13202.0,118405778.0,3884.15
2018-03-08,12775.85,12861.05,12509.3,12772.65,240468741.0,5260.59
2018-03-15,13126.85,13230.1,13117.55,13164.85,352508619.0,4782.6
2018-03-22,12959.25,13004.9,12781.6,12795.9,193890022.0,5423.86
2018-04-05,12892.8,12995.0,12826.15,12974.15,113196560.0,5357.06
2018-04-12,13052.7,13062.8,12915.6,12935.45,103267824.0,5047.9
2018-04-19,13485.95,13491.85,13274.2,13465.8,101638270.0,5343.54
2018-04-26,13899.2,13963.15,13726.8,13835.0,209595179.0,9904.4
2018-05-03,14039.35,14042.6,13813.9,13868.0,310505499.0,7626.99
2018-05-10,14362.75,14434.35,13990.65,14022.0,153387883.0,6259.22
2018-05-17,13755.5,13894.5,13724.95,13823.35,154601106.0,7873.61
2018-05-24,13259.9,13335.15,13027.25,13102.0,101072475.0,4613.96
2018-05-31,13674.65,13700.75,13414.3,13583.45,141636006.0,8557.47
2018-06-07,12952.1,13227.15,12933.65,13192.45,102506429.0,5189.59
2018-06-14,13573.6,13595.15,13491.45,13573.65,89468853.0,4258.36
2018-06-21,13204.25,13217.1,12965.45,13007.2,77841670.0,4372.31
2018-06-28,12749.45,12752.25,12519.55,12556.0,122003045.0,6316.62
2018-07-05,13294.6,13391.6,13116.5,13132.4,94103534.0,5741.52
2018-07-12,13719.85,13764.2,13557.05,13618.35,108609845.0,6867.64
2018-07-19,13342.25,13375.45,13114.9,13232.65,243272026.0,8135.55
2018-07-26,13706.0,13788.5,13690.1,13764.55,135385561.0,6695.01
2018-08-02,14322.05,14332.15,14119.0,14204.8,130479475.0,5802.48
2018-08-09,14464.55,14527.0,14386.8,14478.5,106097133.0,5330.18
2018-08-16,14496.85,14627.4,14469.5,14534.9,90812466.0,5754.94
2018-08-23,14757.45,14781.5,14568.4,14615.0,104330475.0,6236.23
2018-08-30,14740.65,14788.0,14695.05,14751.6,150656254.0,7546.42
2018-09-06,14551.7,14604.55,14463.3,14564.65,99723686.0,6438.38
2018-09-27,13088.5,13100.15,12736.95,12761.8,205019944.0,9050.46
2018-10-04,12201.2,12204.55,11900.55,11991.65,179194063.0,10323.62
2018-10-11,11563.35,12012.95,11504.65,11836.2,188406231.0,10513.53
2018-10-25,11659.7,11723.75,11541.65,11668.65,163766822.0,8878.72
2018-11-01,12468.0,12529.25,12389.5,12400.95,167338325.0,8673.31
2018-11-15,12328.8,12427.0,12281.15,12362.75,145680991.0,6299.71
2018-11-22,12291.7,12377.15,12165.25,12184.3,116007296.0,5663.71
2018-11-29,12351.5,12355.0,12248.25,12286.65,156609380.0,8436.54
2018-12-06,12213.75,12229.95,12040.25,12071.25,116251431.0,6130.8
2018-12-13,12424.85,12518.55,12394.2,12446.5,152445193.0,7438.42
2018-12-20,12450.45,12539.2,12424.4,12440.35,116227348.0,6128.53
2018-12-27,12060.7,12120.05,12031.95,12051.8,117319820.0,7800.1
2019-01-03,12114.9,12186.3,11981.95,11993.65,63985295.0,6336.14
2019-01-10,12009.3,12052.5,11990.25,12015.3,69107205.0,5826.85
2019-01-17,12160.05,12178.95,12075.6,12103.35,69781973.0,7188.71
2019-01-24,12075.55,12086.9,11967.95,11984.7,66780670.0,6892.39
2019-01-31,11685.65,11791.15,11668.35,11781.55,99441034.0,10295.05
2019-02-07,12000.85,12108.4,11996.95,12073.85,66007001.0,6757.28
2019-02-14,11643.55,11705.05,11597.15,11692.6,59560965.0,6036.98
2019-02-21,11496.6,11590.2,11469.95,11568.75,83057061.0,8153.73
2019-02-28,11671.25,11681.75,11614.8,11655.2,95578715.0,10606.05
2019-03-07,11899.7,11934.4,11816.9,11835.35,71578002.0,7248.13
2019-03-14,12019.5,12023.5,11920.5,11943.4,66038650.0,7250.33
2019-03-28,11938.1,12131.85,11931.65,12105.65,123476812.0,11928.5
2019-04-04,12186.65,12187.25,12074.6,12135.55,87253498.0,7754.21
2019-04-11,12161.1,12184.15,12110.8,12172.2,81901374.0,6598.66
2019-04-18,12334.7,12349.45,12240.9,12276.1,133350620.0,10003.7
2019-04-25,12317.4,12348.75,12219.45,12234.25,107870438.0,9692.84
2019-05-02,12248.5,12296.0,12150.9,12172.5,95384667.0,7953.88
2019-05-09,11661.95,11695.7,11608.1,11665.85,88037764.0,9076.7
2019-05-16,11561.05,11694.0,11514.05,11663.9,78670457.0,7187.12
2019-05-23,12296.1,12330.65,12039.25,12069.1,147922162.0,10892.9
2019-05-30,12183.95,12319.2,12176.7,12295.55,144471731.0,9966.46
2019-06-06,12461.3,12461.3,12323.45,12337.8,102286989.0,9174.61
2019-06-13,12433.65,12454.3,12342.55,12435.65,75939102.0,6776.4
2019-06-20,12063.05,12238.45,12024.1,12222.8,88851647.0,7402.67
2019-06-27,12338.25,12382.95,12308.4,12366.25,109017845.0,10117.27
2019-07-04,12743.7,12793.65,12728.4,12747.6,125175238.0,7358.12
2019-07-11,12253.55,12283.55,12180.6,12252.4,140670354.0,10086.03
2019-07-18,12374.5,12397.3,12249.5,12263.65,179911199.0,9331.88
2019-07-25,11909.35,11970.5,11838.7,11918.3,175779789.0,13390.58
2019-08-01,11809.75,11883.05,11642.65,11730.65,200219691.0,11464.8
2019-08-08,11787.95,11910.2,11697.05,11882.25,,
2019-08-22,11625.2,11637.4,11431.7,11449.65,,
2019-08-29,11783.15,11791.25,11636.25,11687.85,,
2019-09-05,11674.3,11717.55,11630.8,11670.05,,
2019-09-12,11972.75,11998.5,11857.85,11877.35,,
2019-09-19,11913.0,11913.25,11668.65,11705.05,,
2019-09-26,12517.0,12610.1,12511.65,12541.2,,
2019-10-03,12147.35,12256.2,12068.75,12167.3,,
2019-10-10,12155.05,12202.45,12093.45,12118.95,,
2019-10-17,12199.45,12317.0,12176.75,12306.7,,
2019-10-24,12671.9,12714.05,12614.2,12672.85,,
2019-10-31,12756.35,12826.1,12754.9,12777.25,,
2019-11-07,12904.15,12905.65,12824.7,12880.45,,
2019-11-14,12707.3,12766.75,12644.45,12750.15,,
2019-11-21,12762.0,12802.2,12660.0,12668.35,,
2019-11-28,12719.1,12775.7,12682.2,12768.6,,
2019-12-05,12705.5,12769.6,12675.8,12719.05,,
2019-12-12,12665.35,12702.05,12640.7,12671.15,,
2019-12-19,12795.75,12844.15,12761.55,12825.55,,
2019-12-26,12906.5,12920.6,12869.05,12878.25,,
2020-01-02,13231.2,13323.3,13222.9,13284.7,68534371.0,5489.55
2020-01-09,13592.85,13657.25,13576.8,13632.05,75327906.0,6675.42
2020-01-16,13568.45,13647.5,13543.35,13628.35,74250243.0,6666.38
2020-01-23,13677.85,13853.2,13650.35,13837.35,195235767.0,9297.55
2020-01-30,14034.2,14041.05,13801.9,13841.7,92738437.0,8714.97
2020-02-06,14014.9,14134.2,13970.55,14118.7,104475222.0,8451.36
2020-02-13,14321.55,14333.95,14176.05,14225.9,83403881.0,6776.92
2020-02-20,14452.95,14558.75,14410.25,14491.7,100403873.0,8113.94
2020-02-27,13898.65,13910.3,13676.2,13797.25,115324217.0,9265.66
2020-03-05,13299.1,13371.95,13126.85,13279.05,109240801.0,9695.86
2020-03-12,11810.1,11845.6,11290.5,11362.45,220454034.0,16324.34
2020-03-19,9527.3,10028.85,9157.65,9773.3,256874391.0,16221.16
2020-03-26,9702.35,10171.25,9595.6,9974.55,278928086.0,15325.3
2020-04-09,10854.25,11016.15,10829.4,10953.65,211848288.0,14534.47
2020-04-16,10899.6,11174.7,10849.45,11124.65,226352699.0,15170.05
2020-04-23,11209.65,11397.5,11170.45,11266.5,207739508.0,15746.69
2020-04-30,11659.15,11799.95,11647.65,11722.2,262703990.0,19475.42
2020-05-07,11308.75,11423.2,11295.35,11314.6,380292726.0,48734.64
2020-05-14,11477.05,11580.4,11420.05,11462.7,212797221.0,15053.64
2020-05-21,11256.95,11418.35,11239.95,11275.7,190345370.0,13607.84
2020-05-28,11409.2,11545.5,11400.25,11512.25,259422027.0,16105.61
2020-06-04,12384.9,12515.55,12193.9,12337.3,234701682.0,18147.28
2020-06-11,12981.95,13020.9,12656.2,12761.7,218868799.0,14045.08
2020-06-18,13186.5,13334.75,13130.5,13321.65,255032097.0,17890.35
2020-06-25,13712.95,13927.65,13649.6,13918.4,275026782.0,21369.16
2020-07-02,13684.1,13835.85,13680.5,13795.2,132715368.0,10023.36
2020-07-09,14112.1,14168.6,14072.75,14146.7,117537701.0,9607.69
2020-07-23,14661.45,14748.25,14636.6,14682.7,149597312.0,13877.07
2020-07-30,14780.55,14833.55,14580.6,14633.25,207567377.0,20421.6
2020-08-06,15229.15,15302.3,15173.05,15265.5,196053993.0,16114.44
2020-08-13,15461.65,15532.6,15421.0,15436.85,138792836.0,11312.1
2020-08-20,15467.45,15602.5,15432.45,15531.3,155548848.0,11204.49
2020-08-27,16052.55,16077.9,15957.45,15974.95,124993097.0,10517.47
2020-09-03,16134.9,16260.4,16117.4,16194.05,109200435.0,9406.13
2020-09-10,16090.3,16205.85,16016.3,16088.7,162580763.0,21734.62
2020-09-17,16984.25,17043.7,16886.65,16942.0,114159577.0,14143.15
2020-09-24,15859.95,15968.55,15725.85,15935.25,167706761.0,17484.7
2020-10-01,17104.1,17127.45,16913.55,16957.45,301631244.0,7780.47
2020-10-08,16979.55,17028.25,16784.05,16824.25,366187516.0,10469.41
2020-10-15,16907.25,16929.35,16521.4,16548.95,289798993.0,9332.1
2020-10-22,16735.75,16921.3,16657.4,16872.85,273677714.0,10899.44
2020-10-29,16812.4,17090.8,16784.45,17056.95,311878091.0,10129.9
2020-11-05,17168.85,17403.25,17161.5,17384.4,185331386.0,10158.1
2020-11-12,17520.35,17751.45,17486.55,17705.05,201281046.0,11031.84
2020-11-19,18258.05,18355.7,18097.75,18157.3,408510018.0,10161.57
2020-11-26,18561.0,18691.75,18457.8,18660.4,369407231.0,9292.27
2020-12-03,19291.7,19338.15,19167.65,19220.05,247469819.0,9141.1
2020-12-10,19217.2,19237.65,18986.8,19211.35,236307222.0,7989.27
2020-12-17,19579.2,19737.7,19571.05,19617.05,320084841.0,10747.48
2020-12-24,19557.5,19598.1,19381.85,19521.2,493798571.0,8112.11
2020-12-31,19822.45,19927.45,19759.65,19836.8,808827990.0,8616.91
2021-01-07,20725.75,20815.9,20633.2,20666.55,431799656.0,9861.78
2021-01-14,20471.25,20537.3,20249.95,20502.3,231463602.0,7824.89
2021-01-21,20416.65,20460.0,20124.8,20188.1,355365360.0,10511.69
2021-01-28,19553.3,19733.85,19425.65,19571.6,524400161.0,8716.39
2021-02-04,20318.2,20538.75,20229.2,20489.25,237726944.0,9914.41
2021-02-11,21039.05,21261.35,21003.55,21215.45,614752456.0,11165.05
2021-02-18,21614.05,21824.5,21600.9,21733.65,272360769.0,10430.77
2021-02-25,21705.75,21762.95,21617.6,21643.7,277286985.0,10179.94
2021-03-04,22436.55,22777.15,22366.4,22669.25,234416965.0,8900.99
2021-03-18,22359.8,22501.25,21691.85,21834.75,275972479.0,7897.43
2021-03-25,22621.8,22632.8,21804.8,22007.8,657575831.0,9230.91
2021-04-01,22846.3,23327.8,22842.4,23287.5,552015396.0,12449.3
2021-04-08,24350.15,24499.25,24215.45,24304.6,569312725.0,17884.6
2021-04-15,23555.8,23793.1,23339.45,23702.65,546986264.0,17042.27
2021-04-22,23772.4,24165.65,23697.4,24055.55,431889825.0,15967.76
2021-04-29,24958.9,24976.25,24544.8,24681.25,514419611.0,14179.85
2021-05-06,25233.7,25287.9,25047.55,25257.25,402209787.0,16032.39
2021-05-20,25713.45,25814.2,25400.9,25527.75,340041949.0,13574.1
2021-05-27,26045.3,26220.6,25973.15,26167.15,496956907.0,28750.38
2021-06-03,27011.15,27144.95,26892.45,27018.2,658878656.0,16132.54
2021-06-10,27613.5,27826.4,27585.75,27771.2,467800134.0,13278.68
2021-06-17,26755.1,27018.45,26666.35,26737.9,515380477.0,18767.91
2021-06-24,26911.9,26979.5,26785.45,26905.5,497534252.0,17950.88
2021-07-01,27160.4,27177.3,26964.7,27096.4,182564725.0,7999.37
2021-07-08,27078.75,27270.55,26856.45,26989.6,266250084.0,10447.47
2021-07-15,27642.25,28182.7,27607.15,28137.9,237260411.0,11958.09
2021-07-22,27880.05,28416.75,27862.0,28359.25,298848346.0,11225.5
2021-07-29,28405.9,28481.3,28253.25,28418.85,424703454.0,18512.49
2021-08-05,28949.4,28949.4,28471.65,28791.1,266319456.0,11657.79
2021-08-12,28016.45,28411.1,27957.75,28388.1,202272110.0,8581.05
2021-08-26,28952.3,29005.15,28797.35,28977.1,187011333.0,8668.03
2021-09-02,30346.45,30687.35,30240.45,30646.3,131944812.0,7465.14
2021-09-09,30932.05,31261.95,30903.9,31199.55,149202632.0,6438.32
2021-09-16,31827.1,31991.3,31672.55,31797.1,163474133.0,7774.51
2021-09-23,31622.65,31818.5,31570.65,31768.5,207215229.0,9533.45
2021-09-30,31734.6,31804.35,31563.2,31641.8,271835529.0,11625.27
2021-10-07,32681.45,32818.55,32610.05,32748.55,192886529.0,9134.55
2021-10-14,33743.5,34163.25,33731.45,33913.7,385091355.0,22682.36
2021-10-21,33209.0,33255.2,32284.55,32529.05,244040071.0,16454.78
2021-10-28,32309.55,32328.55,31490.1,31568.2,250619298.0,13201.03
2021-11-04,32401.6,32509.15,32320.05,32359.3,37562954.0,1553.27
2021-11-11,33207.4,33323.6,32965.0,33143.2,185423381.0,10847.32
2021-11-18,33992.3,34047.3,33104.45,33312.75,224613028.0,12835.76
2021-11-25,33264.05,33573.6,33011.15,33517.75,184275655.0,9536.06
2021-12-02,32684.2,33206.95,32576.2,33167.35,211144098.0,10903.68
2021-12-09,33751.45,33792.9,33419.1,33757.95,212547809.0,7736.51
2021-12-16,34300.6,34425.25,33853.5,33956.4,175326435.0,7883.53
2021-12-23,33308.3,33475.5,33211.5,33376.35,146823191.0,7465.9
2021-12-30,34119.7,34298.05,33986.4,34183.1,143681904.0,8094.49
2022-01-06,34630.2,35015.15,34475.6,34947.25,185125474.0,8925.85
2022-01-13,35711.75,36005.0,35581.2,35966.1,263828656.0,14046.84
2022-01-20,35526.9,35714.85,35407.95,35675.05,185044761.0,11775.49
2022-01-27,33409.25,33409.25,32732.95,32965.8,224378722.0,11696.39
2022-02-03,34481.9,34487.25,34077.9,34139.35,155268980.0,8420.97
2022-02-10,33752.45,34046.3,33532.75,34005.9,262706642.0,10094.52
2022-02-17,32984.75,33077.7,32621.1,32685.7,122406939.0,6611.82
2022-02-24,30683.8,31031.45,29820.7,29935.85,319197444.0,13685.79
2022-03-03,32708.3,32816.3,32373.45,32456.9,254948813.0,13481.49
2022-03-10,33030.8,33083.05,32659.8,32955.2,209037603.0,13866.08
2022-03-17,33935.55,34121.2,33774.1,34007.15,208125882.0,14246.64
2022-03-24,34338.3,34745.05,34282.45,34713.2,182209992.0,9165.32
2022-03-31,35507.6,35634.6,35385.15,35463.05,288391016.0,14398.62
2022-04-07,37834.7,37907.8,36891.8,37060.0,347529902.0,14096.35
2022-04-21,35470.55,35900.45,35388.6,35782.8,158301673.0,11340.89
2022-04-28,34746.55,34792.15,34081.45,34510.5,163961458.0,9197.59
2022-05-05,32756.4,32833.3,32328.95,32428.95,154922785.0,7955.4
2022-05-12,29099.95,29201.2,28404.45,28655.65,187999618.0,9144.7
2022-05-19,29737.2,29912.0,29492.15,29591.65,150810322.0,7554.41
2022-05-26,28621.55,28837.45,27666.7,28684.95,187173169.0,9627.79
2022-06-02,29791.5,30061.85,29694.65,30006.05,127590826.0,6962.52
2022-06-09,29027.1,29451.2,28946.65,29409.35,157765529.0,7364.37
2022-06-16,28257.05,28340.55,26710.4,26842.35,173299761.0,8165.94
2022-06-23,25750.25,26033.05,25512.0,25914.35,170165914.0,6796.12
2022-06-30,26607.45,26788.15,26145.3,26214.1,147221998.0,5581.91
2022-07-07,26628.6,26797.85,26459.45,26759.1,189201587.0,6387.83
2022-07-14,27018.4,27047.1,26409.9,26678.95,180382437.0,7194.42
2022-07-21,28004.25,28193.7,27876.35,28148.15,169814967.0,6708.51
2022-07-28,27890.05,27965.4,27677.35,27819.75,192993364.0,7296.44
2022-08-04,28970.1,29129.5,28343.2,28837.5,213866757.0,8654.63
2022-08-11,29145.95,29254.1,29099.6,29183.05,197226974.0,6713.68
2022-08-18,29900.85,30045.7,29803.7,29983.25,193302868.0,8181.26
2022-08-25,29548.65,29614.45,29191.4,29244.6,177131242.0,6335.34
2022-09-01,29862.85,30521.2,29836.05,30479.5,358582151.0,8481.1
2022-09-08,31357.55,31422.35,31028.35,31194.55,238198948.0,6359.26
2022-09-15,31721.2,31866.55,31506.05,31626.1,292638710.0,10480.57
2022-09-22,30568.4,31139.05,30552.5,31079.05,456931705.0,8352.31
2022-09-29,29354.2,29507.05,28943.9,29071.6,348982139.0,13622.63
2022-10-06,30047.6,30329.05,30014.15,30255.05,606652911.0,10829.95
2022-10-13,29757.05,29854.3,29361.15,29573.65,460409243.0,6384.57
2022-10-20,30049.95,30257.2,29820.8,30196.3,941080401.0,9196.61
2022-10-27,30521.3,30610.75,30325.9,30517.95,495358020.0,8802.87
2022-11-03,30567.25,30901.25,30548.5,30795.75,397454757.0,7853.12
2022-11-10,31037.05,31037.05,30606.5,30716.75,475904414.0,9807.39
2022-11-17,30435.65,30528.9,30334.5,30385.35,343517655.0,7518.04
2022-11-24,30417.2,30447.2,30246.45,30378.75,353851265.0,6822.99
2022-12-01,30857.7,30905.2,30677.45,30746.95,416639976.0,8011.57
2022-12-08,30767.1,30835.85,30703.85,30786.85,527281631.0,7106.2
2022-12-15,30974.75,31074.75,30631.7,30710.6,1416718752.0,9723.16
2022-12-22,29765.25,29921.85,28980.75,29241.55,1068427992.0,8600.74
2022-12-29,29418.85,29769.45,29174.35,29637.7,717403161.0,8395.22
2023-01-05,29394.6,29470.35,29037.7,29395.7,485588481.0,5631.46
2023-01-12,29103.2,29167.95,28909.65,29030.35,390343526.0,5176.66
2023-01-19,29158.5,29224.9,29046.5,29182.55,263996498.0,6091.35
2023-02-02,26265.55,26569.9,26006.3,26266.7,619304599.0,17381.0
2023-02-09,26493.95,26494.85,26256.5,26336.05,335396741.0,10137.21
2023-02-16,25964.9,26273.6,25964.9,26213.8,302614619.0,9153.77
2023-02-23,25433.05,25533.1,25184.6,25413.85,313758537.0,6274.45
2023-03-02,25940.3,25991.35,25817.4,25872.45,460068961.0,9690.49
2023-03-09,26917.8,26947.75,26610.25,26661.8,339304810.0,7981.81
2023-03-16,25778.4,25783.3,25300.1,25657.75,450340841.0,7888.9
2023-03-23,25827.15,26016.85,25763.05,25832.45,278425350.0,6474.08
2023-04-06,25972.9,26169.0,25875.55,26108.85,341886903.0,6978.01
2023-04-20,26919.3,26974.6,26708.15,26743.3,294590483.0,4744.13
2023-04-27,27154.05,27332.1,27150.2,27311.1,293793949.0,5478.39
2023-05-04,28088.5,28326.25,28064.05,28300.8,395110718.0,8132.46
2023-05-11,28193.85,28251.65,28115.75,28157.85,292432352.0,6096.48
2023-05-18,28605.7,28686.3,28199.85,28257.0,327984935.0,6709.48
2023-05-25,28391.8,28596.15,28376.0,28560.05,312049660.0,6912.2
2023-06-01,29277.65,29458.2,29222.0,29360.15,340611335.0,6367.06
2023-06-08,30131.2,30162.25,29833.95,29905.3,555771130.0,6963.36
2023-06-15,30446.65,30571.7,30385.3,30463.55,376113058.0,6568.47
2023-06-22,31118.35,31143.45,30580.95,30659.1,385629786.0,6738.82
2023-07-06,32078.15,32281.2,32024.65,32245.85,720577440.0,9087.31
2023-07-13,32712.3,32817.8,32127.8,32220.25,560324536.0,8544.18
2023-07-20,33158.7,33179.1,32954.3,33092.1,637741228.0,11239.94
2023-07-27,33520.2,33624.15,33248.1,33330.65,496166711.0,9633.82
2023-08-03,33400.5,33561.15,33073.25,33343.35,389657965.0,7642.97
2023-08-10,33891.9,33947.9,33618.45,33721.5,455512321.0,7109.93
2023-08-17,33665.2,33857.1,33566.8,33627.55,431847666.0,7438.45
2023-08-24,34612.1,34654.25,34195.05,34246.75,366492414.0,7991.98
2023-08-31,34589.5,34829.65,34526.05,34723.85,1134861706.0,22321.97
2023-09-07,35772.1,35901.6,35729.35,35839.95,593429682.0,9306.71
